time,P,Gb(i),Gd(i),H_sun,T2m,WS10m,load,residual_load,dataset_id
2018-01-11 16:15:00,0.0,0.0,0.0,0.0,5.32,0.48,135.0,135.0,1
2018-01-11 16:30:00,0.0,0.0,0.0,0.0,5.21,0.48,132.0,132.0,1
2018-01-11 16:45:00,0.0,0.0,0.0,0.0,5.11,0.48,124.5,124.5,1
2018-01-11 17:00:00,0.0,0.0,0.0,0.0,5.0,0.48,125.5,125.5,1
2018-01-11 17:15:00,0.0,0.0,0.0,0.0,4.94,0.43,129.5,129.5,1
2018-01-11 17:30:00,0.0,0.0,0.0,0.0,4.89,0.38,132.5,132.5,1
2018-01-11 17:45:00,0.0,0.0,0.0,0.0,4.84,0.33,131.0,131.0,1
2018-01-11 18:00:00,0.0,0.0,0.0,0.0,4.78,0.28,134.0,134.0,1
2018-01-11 18:15:00,0.0,0.0,0.0,0.0,4.36,0.5,131.0,131.0,1
2018-01-11 18:30:00,0.0,0.0,0.0,0.0,3.94,0.72,128.0,128.0,1
2018-01-11 18:45:00,0.0,0.0,0.0,0.0,3.52,0.95,126.0,126.0,1
2018-01-11 19:00:00,0.0,0.0,0.0,0.0,3.1,1.17,125.0,125.0,1
2018-01-11 19:15:00,0.0,0.0,0.0,0.0,2.97,1.17,128.0,128.0,1
2018-01-11 19:30:00,0.0,0.0,0.0,0.0,2.84,1.17,125.5,125.5,1
2018-01-11 19:45:00,0.0,0.0,0.0,0.0,2.72,1.17,126.0,126.0,1
2018-01-11 20:00:00,0.0,0.0,0.0,0.0,2.59,1.17,124.5,124.5,1
2018-01-11 20:15:00,0.0,0.0,0.0,0.0,2.54,1.15,125.5,125.5,1
2018-01-11 20:30:00,0.0,0.0,0.0,0.0,2.48,1.14,125.5,125.5,1
2018-01-11 20:45:00,0.0,0.0,0.0,0.0,2.42,1.12,124.5,124.5,1
2018-01-11 21:00:00,0.0,0.0,0.0,0.0,2.37,1.1,125.0,125.0,1
2018-01-11 21:15:00,0.0,0.0,0.0,0.0,2.36,1.08,119.0,119.0,1
2018-01-11 21:30:00,0.0,0.0,0.0,0.0,2.36,1.06,124.0,124.0,1
2018-01-11 21:45:00,0.0,0.0,0.0,0.0,2.35,1.05,122.5,122.5,1
2018-01-11 22:00:00,0.0,0.0,0.0,0.0,2.34,1.03,117.5,117.5,1
2018-01-11 22:15:00,0.0,0.0,0.0,0.0,2.38,1.0,122.5,122.5,1
2018-01-11 22:30:00,0.0,0.0,0.0,0.0,2.41,0.97,120.0,120.0,1
2018-01-11 22:45:00,0.0,0.0,0.0,0.0,2.44,0.93,116.0,116.0,1
2018-01-11 23:00:00,0.0,0.0,0.0,0.0,2.48,0.9,116.5,116.5,1
2018-01-11 23:15:00,0.0,0.0,0.0,0.0,2.51,0.9,116.5,116.5,1
2018-01-11 23:30:00,0.0,0.0,0.0,0.0,2.54,0.9,117.5,117.5,1
2018-01-11 23:45:00,0.0,0.0,0.0,0.0,2.56,0.9,119.5,119.5,1
2018-01-12 00:00:00,0.0,0.0,0.0,0.0,2.59,0.9,114.0,114.0,1
2018-01-12 00:15:00,0.0,0.0,0.0,0.0,2.59,0.9,117.0,117.0,1
2018-01-12 00:30:00,0.0,0.0,0.0,0.0,2.59,0.9,115.0,115.0,1
2018-01-12 00:45:00,0.0,0.0,0.0,0.0,2.59,0.9,117.5,117.5,1
2018-01-12 01:00:00,0.0,0.0,0.0,0.0,2.59,0.9,118.0,118.0,1
2018-01-12 01:15:00,0.0,0.0,0.0,0.0,2.56,0.93,114.5,114.5,1
2018-01-12 01:30:00,0.0,0.0,0.0,0.0,2.53,0.97,114.5,114.5,1
2018-01-12 01:45:00,0.0,0.0,0.0,0.0,2.5,1.0,118.5,118.5,1
2018-01-12 02:00:00,0.0,0.0,0.0,0.0,2.47,1.03,112.5,112.5,1
2018-01-12 02:15:00,0.0,0.0,0.0,0.0,2.45,1.03,118.0,118.0,1
2018-01-12 02:30:00,0.0,0.0,0.0,0.0,2.42,1.03,121.0,121.0,1
2018-01-12 02:45:00,0.0,0.0,0.0,0.0,2.4,1.03,122.5,122.5,1
2018-01-12 03:00:00,0.0,0.0,0.0,0.0,2.38,1.03,118.5,118.5,1
2018-01-12 03:15:00,0.0,0.0,0.0,0.0,2.38,1.0,118.5,118.5,1
2018-01-12 03:30:00,0.0,0.0,0.0,0.0,2.38,0.97,118.5,118.5,1
2018-01-12 03:45:00,0.0,0.0,0.0,0.0,2.37,0.93,129.0,129.0,1
2018-01-12 04:00:00,0.0,0.0,0.0,0.0,2.37,0.9,134.0,134.0,1
2018-01-12 04:15:00,0.0,0.0,0.0,0.0,2.37,0.88,130.5,130.5,1
2018-01-12 04:30:00,0.0,0.0,0.0,0.0,2.36,0.86,139.0,139.0,1
2018-01-12 04:45:00,0.0,0.0,0.0,0.0,2.36,0.85,150.0,150.0,1
2018-01-12 05:00:00,0.0,0.0,0.0,0.0,2.35,0.83,148.0,148.0,1
2018-01-12 05:15:00,0.0,0.0,0.0,0.0,2.37,0.78,148.0,148.0,1
2018-01-12 05:30:00,0.0,0.0,0.0,0.0,2.4,0.72,153.0,153.0,1
2018-01-12 05:45:00,0.0,0.0,0.0,0.0,2.42,0.67,155.0,155.0,1
2018-01-12 06:00:00,0.0,0.0,0.0,0.0,2.44,0.62,168.0,168.0,1
2018-01-12 06:15:00,0.0,0.0,0.0,0.0,2.44,0.64,175.0,175.0,1
2018-01-12 06:30:00,0.0,0.0,0.0,0.0,2.45,0.66,204.5,204.5,1
2018-01-12 06:45:00,0.0,0.0,0.0,0.0,2.46,0.67,211.0,211.0,1
2018-01-12 07:00:00,0.0,0.0,0.0,0.0,2.46,0.69,219.5,219.5,1
2018-01-12 07:15:00,2.85,1.58,7.44,1.25,2.45,0.66,232.5,229.65,1
2018-01-12 07:30:00,5.71,3.16,14.89,2.5,2.44,0.62,258.5,252.79,1
2018-01-12 07:45:00,8.56,4.75,22.34,3.75,2.42,0.58,276.5,267.94,1
2018-01-12 08:00:00,11.41,6.33,29.78,5.0,2.41,0.55,268.0,256.59,1
2018-01-12 08:15:00,18.04,6.4,39.88,6.48,2.45,0.6,265.0,246.96,1
2018-01-12 08:30:00,24.67,6.46,49.98,7.95,2.49,0.66,238.5,213.82999999999998,1
2018-01-12 08:45:00,31.3,6.52,60.07,9.43,2.52,0.71,242.0,210.7,1
2018-01-12 09:00:00,37.93,6.59,70.17,10.9,2.56,0.76,245.0,207.07,1
2018-01-12 09:15:00,38.71,5.33,72.76,11.92,2.64,0.69,240.0,201.29,1
2018-01-12 09:30:00,39.49,4.07,75.34,12.94,2.72,0.62,242.5,203.01,1
2018-01-12 09:45:00,40.27,2.81,77.93,13.97,2.81,0.55,250.5,210.23,1
2018-01-12 10:00:00,41.06,1.55,80.51,14.99,2.89,0.48,241.0,199.94,1
2018-01-12 10:15:00,38.48,1.16,76.51,15.47,3.03,0.52,233.5,195.02,1
2018-01-12 10:30:00,35.9,0.78,72.5,15.96,3.17,0.55,250.0,214.1,1
2018-01-12 10:45:00,33.32,0.39,68.5,16.44,3.31,0.58,249.0,215.68,1
2018-01-12 11:00:00,30.74,0.0,64.5,16.92,3.45,0.62,260.5,229.76,1
2018-01-12 11:15:00,29.4,0.0,68.72,16.81,3.56,0.64,256.0,226.6,1
2018-01-12 11:30:00,28.06,0.0,72.94,16.7,3.66,0.66,250.5,222.44,1
2018-01-12 11:45:00,26.72,0.0,77.15,16.6,3.77,0.67,249.5,222.78,1
2018-01-12 12:00:00,25.37,0.0,81.37,16.49,3.88,0.69,245.0,219.63,1
2018-01-12 12:15:00,24.08,0.0,75.42,15.8,3.91,0.76,247.0,222.92000000000002,1
2018-01-12 12:30:00,22.78,0.0,69.46,15.12,3.94,0.83,229.5,206.72,1
2018-01-12 12:45:00,21.49,0.0,63.51,14.43,3.96,0.9,215.5,194.01,1
2018-01-12 13:00:00,20.19,0.0,57.56,13.75,3.99,0.97,206.5,186.31,1
2018-01-12 13:15:00,17.88,0.0,50.12,12.55,4.04,1.0,203.0,185.12,1
2018-01-12 13:30:00,15.57,0.0,42.68,11.35,4.09,1.04,204.5,188.93,1
2018-01-12 13:45:00,13.27,0.0,35.23,10.15,4.14,1.07,209.5,196.23,1
2018-01-12 14:00:00,10.96,0.0,27.79,8.95,4.19,1.1,199.0,188.04,1
2018-01-12 14:15:00,8.22,0.0,21.34,7.33,4.14,1.08,189.5,181.28,1
2018-01-12 14:30:00,5.48,0.0,14.88,5.72,4.09,1.06,186.5,181.02,1
2018-01-12 14:45:00,2.74,0.0,8.43,4.11,4.04,1.05,185.0,182.26,1
2018-01-12 15:00:00,0.0,0.0,1.98,2.49,3.99,1.03,177.5,177.5,1
2018-01-12 15:15:00,0.0,0.0,1.48,1.87,3.94,0.96,173.0,173.0,1
2018-01-12 15:30:00,0.0,0.0,0.99,1.25,3.88,0.9,172.0,172.0,1
2018-01-12 15:45:00,0.0,0.0,0.5,0.62,3.83,0.83,156.0,156.0,1
2018-01-12 16:00:00,0.0,0.0,0.0,0.0,3.78,0.76,135.5,135.5,1
2018-01-12 16:15:00,0.0,0.0,0.0,0.0,3.74,0.76,126.0,126.0,1
2018-01-12 16:30:00,0.0,0.0,0.0,0.0,3.7,0.76,128.0,128.0,1
2018-01-12 16:45:00,0.0,0.0,0.0,0.0,3.67,0.76,123.0,123.0,1
2018-01-12 17:00:00,0.0,0.0,0.0,0.0,3.63,0.76,128.0,128.0,1
2018-01-12 17:15:00,0.0,0.0,0.0,0.0,3.61,0.78,136.0,136.0,1
2018-01-12 17:30:00,0.0,0.0,0.0,0.0,3.58,0.8,133.5,133.5,1
2018-01-12 17:45:00,0.0,0.0,0.0,0.0,3.56,0.81,135.0,135.0,1
2018-01-12 18:00:00,0.0,0.0,0.0,0.0,3.54,0.83,134.0,134.0,1
2018-01-12 18:15:00,0.0,0.0,0.0,0.0,3.56,0.88,128.5,128.5,1
2018-01-12 18:30:00,0.0,0.0,0.0,0.0,3.58,0.93,128.5,128.5,1
2018-01-12 18:45:00,0.0,0.0,0.0,0.0,3.59,0.98,129.0,129.0,1
2018-01-12 19:00:00,0.0,0.0,0.0,0.0,3.61,1.03,129.5,129.5,1
2018-01-12 19:15:00,0.0,0.0,0.0,0.0,3.59,1.05,129.0,129.0,1
2018-01-12 19:30:00,0.0,0.0,0.0,0.0,3.58,1.06,126.5,126.5,1
2018-01-12 19:45:00,0.0,0.0,0.0,0.0,3.56,1.08,129.0,129.0,1
2018-01-12 20:00:00,0.0,0.0,0.0,0.0,3.54,1.1,125.0,125.0,1
2018-01-12 20:15:00,0.0,0.0,0.0,0.0,3.5,1.12,126.5,126.5,1
2018-01-12 20:30:00,0.0,0.0,0.0,0.0,3.46,1.14,126.5,126.5,1
2018-01-12 20:45:00,0.0,0.0,0.0,0.0,3.41,1.15,125.5,125.5,1
2018-01-12 21:00:00,0.0,0.0,0.0,0.0,3.37,1.17,128.0,128.0,1
2018-01-12 21:15:00,0.0,0.0,0.0,0.0,3.34,1.17,121.5,121.5,1
2018-01-12 21:30:00,0.0,0.0,0.0,0.0,3.3,1.17,117.0,117.0,1
2018-01-12 21:45:00,0.0,0.0,0.0,0.0,3.26,1.17,122.0,122.0,1
2018-01-12 22:00:00,0.0,0.0,0.0,0.0,3.23,1.17,123.0,123.0,1
2018-01-12 22:15:00,0.0,0.0,0.0,0.0,3.2,1.15,120.0,120.0,1
2018-01-12 22:30:00,0.0,0.0,0.0,0.0,3.16,1.14,117.0,117.0,1
2018-01-12 22:45:00,0.0,0.0,0.0,0.0,3.13,1.12,117.5,117.5,1
2018-01-12 23:00:00,0.0,0.0,0.0,0.0,3.1,1.1,114.0,114.0,1
2018-01-12 23:15:00,0.0,0.0,0.0,0.0,3.08,1.1,112.5,112.5,1
2018-01-12 23:30:00,0.0,0.0,0.0,0.0,3.06,1.1,118.0,118.0,1
2018-01-12 23:45:00,0.0,0.0,0.0,0.0,3.03,1.1,114.0,114.0,1
2018-01-13 00:00:00,0.0,0.0,0.0,0.0,3.01,1.1,118.0,118.0,1
2018-01-13 00:15:00,0.0,0.0,0.0,0.0,2.96,1.12,116.5,116.5,1
2018-01-13 00:30:00,0.0,0.0,0.0,0.0,2.9,1.14,112.5,112.5,1
2018-01-13 00:45:00,0.0,0.0,0.0,0.0,2.85,1.15,112.0,112.0,1
2018-01-13 01:00:00,0.0,0.0,0.0,0.0,2.8,1.17,113.5,113.5,1
2018-01-13 01:15:00,0.0,0.0,0.0,0.0,2.77,1.22,117.5,117.5,1
2018-01-13 01:30:00,0.0,0.0,0.0,0.0,2.74,1.27,117.0,117.0,1
2018-01-13 01:45:00,0.0,0.0,0.0,0.0,2.71,1.33,118.0,118.0,1
2018-01-13 02:00:00,0.0,0.0,0.0,0.0,2.68,1.38,111.0,111.0,1
2018-01-13 02:15:00,0.0,0.0,0.0,0.0,2.65,1.38,112.5,112.5,1
2018-01-13 02:30:00,0.0,0.0,0.0,0.0,2.62,1.38,111.0,111.0,1
2018-01-13 02:45:00,0.0,0.0,0.0,0.0,2.58,1.38,114.5,114.5,1
2018-01-13 03:00:00,0.0,0.0,0.0,0.0,2.55,1.38,115.5,115.5,1
2018-01-13 03:15:00,0.0,0.0,0.0,0.0,2.53,1.43,114.0,114.0,1
2018-01-13 03:30:00,0.0,0.0,0.0,0.0,2.51,1.48,117.5,117.5,1
2018-01-13 03:45:00,0.0,0.0,0.0,0.0,2.49,1.54,110.0,110.0,1
2018-01-13 04:00:00,0.0,0.0,0.0,0.0,2.47,1.59,115.0,115.0,1
2018-01-13 04:15:00,0.0,0.0,0.0,0.0,2.45,1.61,111.0,111.0,1
2018-01-13 04:30:00,0.0,0.0,0.0,0.0,2.42,1.62,112.5,112.5,1
2018-01-13 04:45:00,0.0,0.0,0.0,0.0,2.4,1.64,116.0,116.0,1
2018-01-13 05:00:00,0.0,0.0,0.0,0.0,2.37,1.66,114.0,114.0,1
2018-01-13 05:15:00,0.0,0.0,0.0,0.0,2.35,1.71,111.0,111.0,1
2018-01-13 05:30:00,0.0,0.0,0.0,0.0,2.33,1.76,115.0,115.0,1
2018-01-13 05:45:00,0.0,0.0,0.0,0.0,2.31,1.81,108.0,108.0,1
2018-01-13 06:00:00,0.0,0.0,0.0,0.0,2.29,1.86,119.0,119.0,1
2018-01-13 06:15:00,0.0,0.0,0.0,0.0,2.24,1.88,124.5,124.5,1
2018-01-13 06:30:00,0.0,0.0,0.0,0.0,2.2,1.9,123.5,123.5,1
2018-01-13 06:45:00,0.0,0.0,0.0,0.0,2.15,1.91,126.0,126.0,1
2018-01-13 07:00:00,0.0,0.0,0.0,0.0,2.1,1.93,122.0,122.0,1
2018-01-13 07:15:00,10.91,0.52,6.2,1.27,2.12,2.02,125.5,114.59,1
2018-01-13 07:30:00,21.82,1.04,12.4,2.55,2.14,2.1,131.5,109.68,1
2018-01-13 07:45:00,32.73,1.56,18.61,3.82,2.16,2.19,125.0,92.27000000000001,1
2018-01-13 08:00:00,43.63,2.08,24.81,5.1,2.18,2.28,127.5,83.87,1
2018-01-13 08:15:00,43.83,1.56,28.53,6.58,2.22,2.33,125.5,81.67,1
2018-01-13 08:30:00,44.03,1.04,32.25,8.06,2.26,2.38,116.0,71.97,1
2018-01-13 08:45:00,44.23,0.52,35.97,9.55,2.3,2.43,120.0,75.77000000000001,1
2018-01-13 09:00:00,44.42,0.0,39.69,11.03,2.34,2.48,123.5,79.08,1
2018-01-13 09:15:00,41.54,19.32,62.12,12.06,2.44,2.52,122.5,80.96000000000001,1
2018-01-13 09:30:00,38.66,38.64,84.54,13.08,2.54,2.55,125.0,86.34,1
2018-01-13 09:45:00,35.77,57.96,106.97,14.11,2.64,2.58,122.5,86.72999999999999,1
2018-01-13 10:00:00,32.89,77.28,129.4,15.14,2.74,2.62,127.0,94.11,1
2018-01-13 10:15:00,33.22,57.96,109.95,15.62,2.78,2.6,124.5,91.28,1
2018-01-13 10:30:00,33.55,38.64,90.5,16.11,2.82,2.58,120.0,86.45,1
2018-01-13 10:45:00,33.88,19.32,71.05,16.6,2.87,2.57,123.0,89.12,1
2018-01-13 11:00:00,34.2,0.0,51.6,17.08,2.91,2.55,126.0,91.8,1
2018-01-13 11:15:00,31.54,0.0,48.38,16.97,2.88,2.58,124.0,92.46000000000001,1
2018-01-13 11:30:00,28.88,0.0,45.15,16.87,2.84,2.62,124.5,95.62,1
2018-01-13 11:45:00,26.21,0.0,41.92,16.76,2.8,2.66,121.5,95.28999999999999,1
2018-01-13 12:00:00,23.55,0.0,38.7,16.66,2.77,2.69,123.0,99.45,1
2018-01-13 12:15:00,22.58,0.0,37.71,15.98,2.72,2.71,119.5,96.92,1
2018-01-13 12:30:00,21.62,0.0,36.72,15.3,2.66,2.72,122.5,100.88,1
2018-01-13 12:45:00,20.66,0.0,35.72,14.61,2.61,2.74,125.5,104.84,1
2018-01-13 13:00:00,19.69,0.0,34.73,13.93,2.56,2.76,122.5,102.81,1
2018-01-13 13:15:00,18.28,0.0,32.25,12.73,2.52,2.78,125.0,106.72,1
2018-01-13 13:30:00,16.88,0.0,29.77,11.54,2.48,2.8,121.5,104.62,1
2018-01-13 13:45:00,15.47,0.0,27.29,10.34,2.43,2.81,125.5,110.03,1
2018-01-13 14:00:00,14.07,0.0,24.81,9.14,2.39,2.83,126.0,111.93,1
2018-01-13 14:15:00,10.55,0.0,19.1,7.52,2.34,2.83,126.0,115.45,1
2018-01-13 14:30:00,7.03,0.0,13.4,5.91,2.29,2.83,126.5,119.47,1
2018-01-13 14:45:00,3.52,0.0,7.69,4.3,2.24,2.83,127.5,123.98,1
2018-01-13 15:00:00,0.0,0.0,1.98,2.68,2.19,2.83,125.5,125.5,1
2018-01-13 15:15:00,0.0,0.0,1.48,2.01,2.14,2.76,127.5,127.5,1
2018-01-13 15:30:00,0.0,0.0,0.99,1.34,2.09,2.69,125.0,125.0,1
2018-01-13 15:45:00,0.0,0.0,0.5,0.67,2.04,2.62,123.0,123.0,1
2018-01-13 16:00:00,0.0,0.0,0.0,0.0,1.99,2.55,122.0,122.0,1
2018-01-13 16:15:00,0.0,0.0,0.0,0.0,1.94,2.53,124.5,124.5,1
2018-01-13 16:30:00,0.0,0.0,0.0,0.0,1.9,2.51,124.5,124.5,1
2018-01-13 16:45:00,0.0,0.0,0.0,0.0,1.85,2.5,125.5,125.5,1
2018-01-13 17:00:00,0.0,0.0,0.0,0.0,1.8,2.48,123.5,123.5,1
2018-01-13 17:15:00,0.0,0.0,0.0,0.0,1.72,2.55,133.5,133.5,1
2018-01-13 17:30:00,0.0,0.0,0.0,0.0,1.63,2.62,139.0,139.0,1
2018-01-13 17:45:00,0.0,0.0,0.0,0.0,1.54,2.69,137.0,137.0,1
2018-01-13 18:00:00,0.0,0.0,0.0,0.0,1.46,2.76,142.5,142.5,1
2018-01-13 18:15:00,0.0,0.0,0.0,0.0,1.28,2.78,133.5,133.5,1
2018-01-13 18:30:00,0.0,0.0,0.0,0.0,1.11,2.8,141.0,141.0,1
2018-01-13 18:45:00,0.0,0.0,0.0,0.0,0.94,2.81,136.5,136.5,1
2018-01-13 19:00:00,0.0,0.0,0.0,0.0,0.76,2.83,140.0,140.0,1
2018-01-13 19:15:00,0.0,0.0,0.0,0.0,0.7,2.85,144.0,144.0,1
2018-01-13 19:30:00,0.0,0.0,0.0,0.0,0.63,2.86,132.0,132.0,1
2018-01-13 19:45:00,0.0,0.0,0.0,0.0,0.56,2.88,138.0,138.0,1
2018-01-13 20:00:00,0.0,0.0,0.0,0.0,0.5,2.9,134.5,134.5,1
2018-01-13 20:15:00,0.0,0.0,0.0,0.0,0.42,2.88,132.0,132.0,1
2018-01-13 20:30:00,0.0,0.0,0.0,0.0,0.35,2.86,137.0,137.0,1
2018-01-13 20:45:00,0.0,0.0,0.0,0.0,0.28,2.85,133.5,133.5,1
2018-01-13 21:00:00,0.0,0.0,0.0,0.0,0.2,2.83,137.0,137.0,1
2018-01-13 21:15:00,0.0,0.0,0.0,0.0,0.15,2.85,136.5,136.5,1
2018-01-13 21:30:00,0.0,0.0,0.0,0.0,0.1,2.86,137.5,137.5,1
2018-01-13 21:45:00,0.0,0.0,0.0,0.0,0.05,2.88,137.5,137.5,1
2018-01-13 22:00:00,0.0,0.0,0.0,0.0,0.0,2.9,133.0,133.0,1
2018-01-13 22:15:00,0.0,0.0,0.0,0.0,-0.06,2.81,130.5,130.5,1
2018-01-13 22:30:00,0.0,0.0,0.0,0.0,-0.11,2.72,133.0,133.0,1
2018-01-13 22:45:00,0.0,0.0,0.0,0.0,-0.16,2.64,130.5,130.5,1
2018-01-13 23:00:00,0.0,0.0,0.0,0.0,-0.22,2.55,135.5,135.5,1
2018-01-13 23:15:00,0.0,0.0,0.0,0.0,-0.26,2.53,134.0,134.0,1
2018-01-13 23:30:00,0.0,0.0,0.0,0.0,-0.3,2.51,130.5,130.5,1
2018-01-13 23:45:00,0.0,0.0,0.0,0.0,-0.34,2.5,132.0,132.0,1
2018-01-14 00:00:00,0.0,0.0,0.0,0.0,-0.38,2.48,130.5,130.5,1
2018-01-14 00:15:00,0.0,0.0,0.0,0.0,-0.45,2.53,134.0,134.0,1
2018-01-14 00:30:00,0.0,0.0,0.0,0.0,-0.52,2.58,132.0,132.0,1
2018-01-14 00:45:00,0.0,0.0,0.0,0.0,-0.6,2.64,133.5,133.5,1
2018-01-14 01:00:00,0.0,0.0,0.0,0.0,-0.67,2.69,131.5,131.5,1
2018-01-14 01:15:00,0.0,0.0,0.0,0.0,-0.76,2.72,136.5,136.5,1
2018-01-14 01:30:00,0.0,0.0,0.0,0.0,-0.84,2.76,129.0,129.0,1
2018-01-14 01:45:00,0.0,0.0,0.0,0.0,-0.93,2.8,129.5,129.5,1
2018-01-14 02:00:00,0.0,0.0,0.0,0.0,-1.02,2.83,132.5,132.5,1
2018-01-14 02:15:00,0.0,0.0,0.0,0.0,-1.16,2.8,132.5,132.5,1
2018-01-14 02:30:00,0.0,0.0,0.0,0.0,-1.3,2.76,133.5,133.5,1
2018-01-14 02:45:00,0.0,0.0,0.0,0.0,-1.44,2.72,131.0,131.0,1
2018-01-14 03:00:00,0.0,0.0,0.0,0.0,-1.58,2.69,132.5,132.5,1
2018-01-14 03:15:00,0.0,0.0,0.0,0.0,-1.68,2.67,133.5,133.5,1
2018-01-14 03:30:00,0.0,0.0,0.0,0.0,-1.78,2.66,132.0,132.0,1
2018-01-14 03:45:00,0.0,0.0,0.0,0.0,-1.88,2.64,129.0,129.0,1
2018-01-14 04:00:00,0.0,0.0,0.0,0.0,-1.98,2.62,133.5,133.5,1
2018-01-14 04:15:00,0.0,0.0,0.0,0.0,-2.03,2.62,131.0,131.0,1
2018-01-14 04:30:00,0.0,0.0,0.0,0.0,-2.08,2.62,135.5,135.5,1
2018-01-14 04:45:00,0.0,0.0,0.0,0.0,-2.14,2.62,133.5,133.5,1
2018-01-14 05:00:00,0.0,0.0,0.0,0.0,-2.19,2.62,135.5,135.5,1
2018-01-14 05:15:00,0.0,0.0,0.0,0.0,-2.27,2.6,133.0,133.0,1
2018-01-14 05:30:00,0.0,0.0,0.0,0.0,-2.35,2.58,134.5,134.5,1
2018-01-14 05:45:00,0.0,0.0,0.0,0.0,-2.43,2.57,132.0,132.0,1
2018-01-14 06:00:00,0.0,0.0,0.0,0.0,-2.51,2.55,134.5,134.5,1
2018-01-14 06:15:00,0.0,0.0,0.0,0.0,-2.47,2.55,133.5,133.5,1
2018-01-14 06:30:00,0.0,0.0,0.0,0.0,-2.43,2.55,132.0,132.0,1
2018-01-14 06:45:00,0.0,0.0,0.0,0.0,-2.4,2.55,134.0,134.0,1
2018-01-14 07:00:00,0.0,0.0,0.0,0.0,-2.36,2.55,130.0,130.0,1
2018-01-14 07:15:00,8.07,2.06,7.69,1.3,-2.35,2.53,139.0,130.93,1
2018-01-14 07:30:00,16.15,4.11,15.38,2.6,-2.34,2.51,134.0,117.85,1
2018-01-14 07:45:00,24.22,6.17,23.08,3.91,-2.33,2.5,135.0,110.78,1
2018-01-14 08:00:00,32.3,8.22,30.77,5.21,-2.32,2.48,136.0,103.7,1
2018-01-14 08:15:00,69.19,24.9,46.5,6.7,-2.13,2.58,128.5,59.31,1
2018-01-14 08:30:00,106.08,41.58,62.23,8.18,-1.94,2.69,126.0,19.92,1
2018-01-14 08:45:00,142.97,58.25,77.95,9.67,-1.75,2.8,129.0,-13.969999999999999,1
2018-01-14 09:00:00,179.87,74.93,93.68,11.16,-1.56,2.9,128.0,-51.870000000000005,1
2018-01-14 09:15:00,178.98,66.97,102.34,12.19,-1.32,2.93,125.0,-53.97999999999999,1
2018-01-14 09:30:00,178.1,59.02,110.99,13.22,-1.08,2.96,125.0,-53.099999999999994,1
2018-01-14 09:45:00,177.21,51.06,119.65,14.26,-0.84,3.0,122.5,-54.71000000000001,1
2018-01-14 10:00:00,176.33,43.1,128.3,15.29,-0.6,3.03,130.5,-45.83000000000001,1
2018-01-14 10:15:00,211.49,32.71,120.82,15.78,-0.33,3.06,132.0,-79.49000000000001,1
2018-01-14 10:30:00,246.65,22.32,113.34,16.27,-0.07,3.1,127.5,-119.15,1
2018-01-14 10:45:00,281.82,11.92,105.85,16.76,0.2,3.14,124.5,-157.32,1
2018-01-14 11:00:00,316.98,1.53,98.37,17.25,0.47,3.17,119.0,-197.98000000000002,1
2018-01-14 11:15:00,309.12,5.82,105.58,17.15,0.68,3.17,121.5,-187.62,1
2018-01-14 11:30:00,301.26,10.11,112.78,17.05,0.88,3.17,124.0,-177.26,1
2018-01-14 11:45:00,293.4,14.41,119.98,16.94,1.08,3.17,118.0,-175.39999999999998,1
2018-01-14 12:00:00,285.54,18.7,127.19,16.84,1.29,3.17,116.5,-169.04000000000002,1
2018-01-14 12:15:00,253.81,38.02,126.1,16.16,1.43,3.22,119.5,-134.31,1
2018-01-14 12:30:00,222.08,57.33,125.0,15.48,1.57,3.28,117.5,-104.58000000000001,1
2018-01-14 12:45:00,190.35,76.65,123.91,14.8,1.71,3.33,117.5,-72.85,1
2018-01-14 13:00:00,158.62,95.97,122.82,14.12,1.85,3.38,122.0,-36.620000000000005,1
2018-01-14 13:15:00,131.03,77.74,109.83,12.92,1.87,3.31,119.0,-12.030000000000001,1
2018-01-14 13:30:00,103.43,59.52,96.84,11.72,1.89,3.24,119.0,15.569999999999993,1
2018-01-14 13:45:00,75.84,41.29,83.84,10.53,1.91,3.17,112.5,36.66,1
2018-01-14 14:00:00,48.25,23.07,70.85,9.33,1.93,3.1,114.5,66.25,1
2018-01-14 14:15:00,36.18,17.3,54.88,7.72,1.82,2.93,114.5,78.32,1
2018-01-14 14:30:00,24.12,11.54,38.9,6.1,1.7,2.76,116.0,91.88,1
2018-01-14 14:45:00,12.06,5.77,22.92,4.49,1.58,2.58,116.0,103.94,1
2018-01-14 15:00:00,0.0,0.0,6.95,2.87,1.47,2.41,117.5,117.5,1
2018-01-14 15:15:00,0.0,0.0,5.21,2.15,1.24,2.38,115.0,115.0,1
2018-01-14 15:30:00,0.0,0.0,3.48,1.44,1.02,2.34,117.0,117.0,1
2018-01-14 15:45:00,0.0,0.0,1.74,0.72,0.8,2.31,111.0,111.0,1
2018-01-14 16:00:00,0.0,0.0,0.0,0.0,0.57,2.28,111.5,111.5,1
2018-01-14 16:15:00,0.0,0.0,0.0,0.0,0.41,2.31,110.0,110.0,1
2018-01-14 16:30:00,0.0,0.0,0.0,0.0,0.25,2.34,113.0,113.0,1
2018-01-14 16:45:00,0.0,0.0,0.0,0.0,0.09,2.38,113.5,113.5,1
2018-01-14 17:00:00,0.0,0.0,0.0,0.0,-0.07,2.41,113.5,113.5,1
2018-01-14 17:15:00,0.0,0.0,0.0,0.0,-0.09,2.45,124.5,124.5,1
